incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC00793,SUP052,2025-06-03,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Additional staffing and management oversight were introduced.
INC00794,SUP052,2025-07-22,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00795,SUP052,2025-08-04,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Additional staffing and management oversight were introduced.
INC00796,SUP052,2025-08-26,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00797,SUP052,2025-09-27,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00798,SUP052,2025-09-13,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00799,SUP052,2025-10-12,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00800,SUP052,2025-11-10,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00801,SUP052,2026-01-14,High,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00802,SUP052,2026-01-03,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00803,SUP052,2026-01-08,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00804,SUP052,2026-02-17,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00805,SUP052,2026-02-14,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00806,SUP052,2026-02-26,Low,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00807,SUP052,2026-03-09,Critical,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00808,SUP052,2026-03-03,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00809,SUP052,2026-04-12,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00810,SUP052,2026-05-03,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00811,SUP052,2026-05-23,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00812,SUP052,2026-05-23,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00813,SUP052,2026-05-15,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00814,SUP052,2026-05-18,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00815,SUP052,2026-06-04,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00816,SUP052,2026-06-18,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00817,SUP053,2025-02-07,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to invoice processing errors.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00818,SUP053,2025-03-04,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside invoice processing errors.,Supplier committed to weekly status updates and a corrective action plan.
INC00819,SUP053,2025-03-08,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by invoice processing errors.",Additional staffing and management oversight were introduced.
INC00820,SUP053,2025-04-01,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by invoice processing errors.",Additional staffing and management oversight were introduced.
INC00821,SUP053,2025-07-01,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and invoice processing errors.,Process controls were strengthened and performance will be monitored in the next review cycle.
